dictSize,batchSize,appendTimeMillisec,
423, 64, 21, 
424, 64, 434, 
425, 64, 25, 
426, 64, 86, 
427, 64, 15, 
428, 64, 175, 
429, 64, 27, 
430, 64, 86, 
431, 64, 20, 
432, 64, 857, 
433, 64, 28, 
434, 64, 105, 
435, 64, 26, 
436, 64, 215, 
437, 64, 24, 
438, 64, 74, 
439, 64, 15, 
440, 64, 427, 
441, 64, 18, 
442, 64, 71, 
443, 64, 14, 
444, 64, 191, 
445, 64, 15, 
446, 64, 65, 
447, 64, 14, 
448, 64, 44968, 
449, 64, 24, 
450, 64, 107, 
451, 64, 14, 
452, 64, 200, 
453, 64, 25, 
454, 64, 96, 
455, 64, 20, 
456, 64, 419, 
457, 64, 15, 
458, 64, 95, 
459, 64, 21, 
460, 64, 171, 
461, 64, 33, 
462, 64, 103, 
463, 64, 29, 
464, 64, 882, 
465, 64, 29, 
466, 64, 104, 
467, 64, 23, 
468, 64, 225, 
469, 64, 28, 
470, 64, 109, 
471, 64, 27, 
472, 64, 421, 
473, 64, 28, 
474, 64, 105, 
475, 64, 21, 
476, 64, 196, 
477, 64, 14, 
478, 64, 85, 
479, 64, 23, 
480, 64, 1555, 
481, 64, 34, 
482, 64, 105, 
483, 64, 15, 
484, 64, 205, 
485, 64, 23, 
486, 64, 92, 
487, 64, 20, 
488, 64, 451, 
489, 64, 26, 
490, 64, 127, 
491, 64, 27, 
492, 64, 222, 
493, 64, 20, 
494, 64, 89, 
495, 64, 24, 
496, 64, 807, 
497, 64, 24, 
498, 64, 133, 
499, 64, 31, 
500, 64, 263, 
501, 64, 30, 
502, 64, 102, 
503, 64, 21, 
504, 64, 426, 
505, 64, 22, 
506, 64, 95, 
507, 64, 16, 
508, 64, 201, 
509, 64, 19, 
510, 64, 90, 
511, 64, 23, 
512, 64, 369596, 
513, 64, 15, 
514, 64, 76, 
515, 64, 25, 
516, 64, 229, 
517, 64, 26, 
518, 64, 100, 
519, 64, 25, 
520, 64, 494, 
521, 64, 29, 
522, 64, 99, 
523, 64, 20, 
524, 64, 203, 
525, 64, 21, 
526, 64, 77, 
527, 64, 20, 
528, 64, 821, 
529, 64, 20, 
530, 64, 94, 
531, 64, 23, 
532, 64, 220, 
533, 64, 20, 
534, 64, 82, 
535, 64, 20, 
536, 64, 441, 
537, 64, 26, 
538, 64, 100, 
539, 64, 14, 
540, 64, 178, 
541, 64, 24, 
542, 64, 83, 
543, 64, 14, 
544, 64, 1545, 
545, 64, 14, 
546, 64, 79, 
547, 64, 19, 
548, 64, 186, 
549, 64, 23, 
550, 64, 94, 
551, 64, 26, 
552, 64, 403, 
553, 64, 29, 
554, 64, 101, 
555, 64, 26, 
556, 64, 228, 
557, 64, 26, 
558, 64, 91, 
559, 64, 21, 
560, 64, 816, 
561, 64, 23, 
562, 64, 75, 
563, 64, 17, 
564, 64, 195, 
565, 64, 15, 
566, 64, 69, 
567, 64, 14, 
568, 64, 424, 
569, 64, 30, 
570, 64, 120, 
571, 64, 30, 
572, 64, 235, 
573, 64, 20, 
574, 64, 78, 
575, 64, 14, 
576, 64, 44842, 
577, 64, 31, 
578, 64, 120, 
579, 64, 22, 
580, 64, 223, 
581, 64, 26, 
582, 64, 67, 
583, 64, 14, 
584, 64, 394, 
585, 64, 33, 
586, 64, 97, 
587, 64, 21, 
588, 64, 208, 
589, 64, 20, 
590, 64, 62, 
591, 64, 13, 
