dictSize,batchSize,appendTimeMillisec,
1, 1024, 141, 
2, 1024, 167, 
3, 1024, 33, 
4, 1024, 255, 
5, 1024, 28, 
6, 1024, 106, 
7, 1024, 22, 
8, 1024, 445, 
9, 1024, 15, 
10, 1024, 91, 
11, 1024, 14, 
12, 1024, 186, 
13, 1024, 22, 
14, 1024, 67, 
15, 1024, 22, 
16, 1024, 840, 
17, 1024, 17, 
18, 1024, 69, 
19, 1024, 14, 
20, 1024, 186, 
21, 1024, 27, 
22, 1024, 97, 
23, 1024, 24, 
24, 1024, 429, 
25, 1024, 15, 
26, 1024, 87, 
27, 1024, 22, 
28, 1024, 203, 
29, 1024, 22, 
30, 1024, 83, 
31, 1024, 16, 
32, 1024, 1564, 
33, 1024, 14, 
34, 1024, 67, 
35, 1024, 14, 
36, 1024, 216, 
37, 1024, 31, 
38, 1024, 109, 
39, 1024, 20, 
40, 1024, 393, 
41, 1024, 22, 
42, 1024, 77, 
43, 1024, 14, 
44, 1024, 192, 
45, 1024, 31, 
46, 1024, 119, 
47, 1024, 28, 
48, 1024, 782, 
49, 1024, 24, 
50, 1024, 92, 
51, 1024, 17, 
52, 1024, 189, 
53, 1024, 14, 
54, 1024, 72, 
55, 1024, 21, 
56, 1024, 421, 
57, 1024, 26, 
58, 1024, 82, 
59, 1024, 23, 
60, 1024, 226, 
61, 1024, 35, 
62, 1024, 116, 
63, 1024, 27, 
64, 1024, 3089, 
65, 1024, 34, 
66, 1024, 121, 
67, 1024, 27, 
68, 1024, 219, 
69, 1024, 16, 
70, 1024, 68, 
71, 1024, 14, 
72, 1024, 354, 
73, 1024, 15, 
74, 1024, 77, 
75, 1024, 14, 
76, 1024, 158, 
77, 1024, 14, 
78, 1024, 68, 
79, 1024, 14, 
80, 1024, 817, 
81, 1024, 28, 
82, 1024, 115, 
83, 1024, 14, 
84, 1024, 187, 
85, 1024, 20, 
86, 1024, 84, 
87, 1024, 13, 
88, 1024, 381, 
89, 1024, 15, 
90, 1024, 81, 
91, 1024, 18, 
92, 1024, 194, 
93, 1024, 14, 
94, 1024, 68, 
95, 1024, 13, 
96, 1024, 1523, 
97, 1024, 28, 
98, 1024, 96, 
99, 1024, 23, 
100, 1024, 226, 
101, 1024, 24, 
102, 1024, 108, 
103, 1024, 27, 
104, 1024, 456, 
105, 1024, 27, 
106, 1024, 95, 
107, 1024, 24, 
108, 1024, 216, 
109, 1024, 24, 
110, 1024, 78, 
111, 1024, 14, 
112, 1024, 760, 
113, 1024, 28, 
114, 1024, 100, 
115, 1024, 15, 
116, 1024, 190, 
117, 1024, 26, 
118, 1024, 87, 
119, 1024, 13, 
120, 1024, 416, 
121, 1024, 20, 
122, 1024, 65, 
123, 1024, 14, 
124, 1024, 177, 
125, 1024, 15, 
126, 1024, 85, 
127, 1024, 17, 
128, 1024, 5792, 
129, 1024, 25, 
130, 1024, 86, 
131, 1024, 20, 
132, 1024, 192, 
133, 1024, 14, 
134, 1024, 96, 
135, 1024, 13, 
136, 1024, 400, 
137, 1024, 23, 
138, 1024, 87, 
139, 1024, 25, 
140, 1024, 233, 
141, 1024, 16, 
142, 1024, 68, 
143, 1024, 14, 
144, 1024, 796, 
145, 1024, 14, 
146, 1024, 72, 
147, 1024, 14, 
148, 1024, 197, 
149, 1024, 14, 
150, 1024, 62, 
151, 1024, 14, 
152, 1024, 408, 
153, 1024, 15, 
154, 1024, 69, 
155, 1024, 14, 
156, 1024, 188, 
157, 1024, 14, 
158, 1024, 77, 
159, 1024, 13, 
160, 1024, 1460, 
161, 1024, 26, 
162, 1024, 70, 
163, 1024, 13, 
164, 1024, 234, 
165, 1024, 30, 
166, 1024, 103, 
167, 1024, 21, 
168, 1024, 440, 
169, 1024, 26, 
170, 1024, 85, 
171, 1024, 24, 
172, 1024, 226, 
173, 1024, 27, 
174, 1024, 101, 
175, 1024, 26, 
176, 1024, 804, 
177, 1024, 14, 
178, 1024, 93, 
179, 1024, 16, 
180, 1024, 195, 
181, 1024, 14, 
182, 1024, 78, 
183, 1024, 17, 
184, 1024, 446, 
185, 1024, 15, 
186, 1024, 70, 
187, 1024, 14, 
188, 1024, 229, 
189, 1024, 19, 
190, 1024, 78, 
191, 1024, 16, 
192, 1024, 2994, 
193, 1024, 26, 
194, 1024, 95, 
195, 1024, 15, 
196, 1024, 190, 
197, 1024, 14, 
198, 1024, 67, 
199, 1024, 13, 
200, 1024, 397, 
201, 1024, 26, 
202, 1024, 91, 
203, 1024, 14, 
204, 1024, 192, 
205, 1024, 26, 
206, 1024, 69, 
207, 1024, 14, 
208, 1024, 781, 
209, 1024, 14, 
210, 1024, 73, 
211, 1024, 14, 
212, 1024, 194, 
213, 1024, 20, 
214, 1024, 62, 
215, 1024, 14, 
216, 1024, 395, 
217, 1024, 15, 
218, 1024, 64, 
219, 1024, 13, 
220, 1024, 185, 
221, 1024, 25, 
222, 1024, 94, 
223, 1024, 20, 
224, 1024, 1518, 
225, 1024, 27, 
226, 1024, 84, 
227, 1024, 13, 
228, 1024, 169, 
229, 1024, 14, 
230, 1024, 63, 
231, 1024, 14, 
232, 1024, 397, 
233, 1024, 25, 
234, 1024, 103, 
235, 1024, 41, 
236, 1024, 213, 
237, 1024, 16, 
238, 1024, 86, 
239, 1024, 14, 
240, 1024, 741, 
241, 1024, 14, 
242, 1024, 68, 
243, 1024, 14, 
244, 1024, 162, 
245, 1024, 14, 
246, 1024, 73, 
247, 1024, 14, 
248, 1024, 360, 
249, 1024, 21, 
250, 1024, 106, 
251, 1024, 14, 
252, 1024, 181, 
253, 1024, 20, 
254, 1024, 66, 
255, 1024, 14, 
256, 1024, 11459, 
257, 1024, 28, 
258, 1024, 144, 
259, 1024, 31, 
260, 1024, 264, 
261, 1024, 32, 
262, 1024, 117, 
263, 1024, 24, 
264, 1024, 452, 
265, 1024, 31, 
266, 1024, 137, 
267, 1024, 33, 
268, 1024, 225, 
269, 1024, 15, 
270, 1024, 67, 
271, 1024, 13, 
272, 1024, 758, 
273, 1024, 28, 
274, 1024, 101, 
275, 1024, 25, 
276, 1024, 223, 
277, 1024, 20, 
278, 1024, 83, 
279, 1024, 29, 
280, 1024, 437, 
281, 1024, 21, 
282, 1024, 95, 
283, 1024, 26, 
284, 1024, 227, 
285, 1024, 17, 
286, 1024, 76, 
287, 1024, 13, 
288, 1024, 1525, 
289, 1024, 27, 
290, 1024, 100, 
291, 1024, 21, 
292, 1024, 237, 
293, 1024, 28, 
294, 1024, 100, 
295, 1024, 22, 
296, 1024, 468, 
297, 1024, 27, 
298, 1024, 125, 
299, 1024, 26, 
300, 1024, 198, 
301, 1024, 14, 
302, 1024, 63, 
303, 1024, 14, 
304, 1024, 773, 
305, 1024, 27, 
306, 1024, 118, 
307, 1024, 14, 
308, 1024, 186, 
309, 1024, 14, 
310, 1024, 66, 
311, 1024, 14, 
312, 1024, 384, 
313, 1024, 27, 
314, 1024, 89, 
315, 1024, 22, 
316, 1024, 221, 
317, 1024, 25, 
318, 1024, 70, 
319, 1024, 13, 
320, 1024, 2915, 
321, 1024, 34, 
322, 1024, 106, 
323, 1024, 28, 
324, 1024, 219, 
325, 1024, 17, 
326, 1024, 72, 
327, 1024, 21, 
328, 1024, 458, 
329, 1024, 28, 
330, 1024, 90, 
331, 1024, 21, 
332, 1024, 204, 
333, 1024, 23, 
334, 1024, 91, 
335, 1024, 21, 
336, 1024, 765, 
337, 1024, 20, 
338, 1024, 99, 
339, 1024, 39, 
340, 1024, 222, 
341, 1024, 14, 
342, 1024, 62, 
343, 1024, 13, 
344, 1024, 403, 
345, 1024, 16, 
346, 1024, 74, 
347, 1024, 14, 
348, 1024, 186, 
349, 1024, 14, 
350, 1024, 81, 
351, 1024, 13, 
352, 1024, 1476, 
353, 1024, 27, 
354, 1024, 102, 
355, 1024, 25, 
356, 1024, 188, 
357, 1024, 22, 
358, 1024, 80, 
359, 1024, 20, 
360, 1024, 416, 
361, 1024, 25, 
362, 1024, 79, 
363, 1024, 14, 
364, 1024, 196, 
365, 1024, 25, 
366, 1024, 86, 
367, 1024, 22, 
368, 1024, 761, 
369, 1024, 15, 
370, 1024, 69, 
371, 1024, 14, 
372, 1024, 170, 
373, 1024, 15, 
374, 1024, 74, 
375, 1024, 14, 
376, 1024, 337, 
377, 1024, 15, 
378, 1024, 70, 
379, 1024, 14, 
380, 1024, 186, 
381, 1024, 20, 
382, 1024, 76, 
383, 1024, 14, 
384, 1024, 5822, 
385, 1024, 35, 
386, 1024, 89, 
387, 1024, 14, 
388, 1024, 190, 
389, 1024, 26, 
390, 1024, 107, 
391, 1024, 26, 
392, 1024, 474, 
393, 1024, 15, 
394, 1024, 75, 
395, 1024, 20, 
396, 1024, 184, 
397, 1024, 21, 
398, 1024, 91, 
399, 1024, 25, 
400, 1024, 844, 
401, 1024, 15, 
402, 1024, 95, 
403, 1024, 28, 
404, 1024, 255, 
405, 1024, 31, 
406, 1024, 103, 
407, 1024, 22, 
