dictSize,numValues,forestBytes,frontierBytes,totalBytes,verifyUsec,
131071, 0, 0, 32064, 32064, 625785, 
131071, 0, 0, 33216, 33216, 649611, 
131071, 0, 0, 31712, 31712, 618998, 
131071, 0, 0, 32064, 32064, 628567, 
131071, 0, 0, 33344, 33344, 652189, 
131071, 0, 0, 33088, 33088, 648981, 
131071, 0, 0, 33344, 33344, 654324, 
131071, 0, 0, 32064, 32064, 628716, 
131071, 0, 0, 33344, 33344, 654610, 
131071, 0, 0, 31456, 31456, 616494, 
131071, 1, 2496, 33088, 35584, 718471, 
131071, 1, 2336, 33216, 35552, 720998, 
131071, 1, 2176, 32064, 34240, 696511, 
131071, 1, 2496, 33344, 35840, 720488, 
131071, 1, 2496, 33088, 35584, 717874, 
131071, 1, 2336, 33088, 35424, 717455, 
131071, 1, 2176, 32064, 34240, 694896, 
131071, 1, 2496, 32064, 34560, 696858, 
131071, 1, 2336, 32064, 34400, 696359, 
131071, 1, 2336, 33088, 35424, 716153, 
131071, 2, 4672, 33088, 37760, 785795, 
131071, 2, 4352, 32064, 36416, 762594, 
131071, 2, 4768, 33344, 38112, 788969, 
131071, 2, 4288, 33344, 37632, 784612, 
131071, 2, 4672, 32064, 36736, 765337, 
131071, 2, 4032, 33344, 37376, 786433, 
131071, 2, 4192, 33088, 37280, 781515, 
131071, 2, 4832, 32064, 36896, 767063, 
131071, 2, 4352, 33344, 37696, 788307, 
131071, 2, 4928, 32064, 36992, 764466, 
131071, 4, 8960, 33088, 42048, 920363, 
131071, 4, 8000, 33216, 41216, 1021064, 
131071, 4, 9216, 32128, 41344, 907090, 
131071, 4, 9120, 32064, 41184, 901150, 
131071, 4, 9024, 32064, 41088, 900387, 
131071, 4, 9280, 33088, 42368, 921480, 
131071, 4, 9280, 33344, 42624, 925533, 
131071, 4, 8416, 32128, 40544, 896556, 
131071, 4, 7616, 32032, 39648, 878419, 
131071, 4, 8160, 33344, 41504, 1019154, 
131071, 8, 16512, 33056, 49568, 1170532, 
131071, 8, 17472, 33408, 50880, 1197231, 
131071, 8, 16608, 32224, 48832, 1166210, 
131071, 8, 17248, 33376, 50624, 1177145, 
131071, 8, 16512, 33376, 49888, 1175804, 
131071, 8, 16768, 32608, 49376, 1155466, 
131071, 8, 17568, 31072, 48640, 1138666, 
131071, 8, 17408, 32096, 49504, 1149481, 
131071, 8, 18368, 32096, 50464, 1164489, 
131071, 8, 17056, 31328, 48384, 1148277, 
131071, 16, 32672, 34240, 66912, 1699185, 
131071, 16, 33184, 32192, 65376, 1645112, 
131071, 16, 32672, 32480, 65152, 1689169, 
131071, 16, 31872, 32320, 64192, 1652314, 
131071, 16, 33088, 31968, 65056, 1661067, 
131071, 16, 33408, 32576, 65984, 1667655, 
131071, 16, 30688, 31552, 62240, 1624004, 
131071, 16, 32192, 32864, 65056, 1696452, 
131071, 16, 32288, 32896, 65184, 1696572, 
131071, 16, 33376, 32512, 65888, 1677909, 
131071, 32, 63264, 34048, 97312, 2701235, 
131071, 32, 61824, 32192, 94016, 2633025, 
131071, 32, 58528, 33856, 92384, 2655548, 
131071, 32, 61664, 33152, 94816, 2643033, 
131071, 32, 62208, 33152, 95360, 2659138, 
131071, 32, 62528, 34048, 96576, 2683923, 
131071, 32, 61824, 33216, 95040, 2671879, 
131071, 32, 61920, 33120, 95040, 2662486, 
131071, 32, 60384, 34112, 94496, 2665539, 
131071, 32, 59072, 34336, 93408, 2665168, 
